TP_FUNDO,CNPJ_FUNDO,DENOM_SOCIAL,DT_REG,DT_CONST,CD_CVM,DT_CANCEL,SIT,DT_INI_SIT,DT_INI_ATIV,DT_INI_EXERC,DT_FIM_EXERC,CLASSE,DT_INI_CLASSE,RENTAB_FUNDO,CONDOM,FUNDO_COTAS,FUNDO_EXCLUSIVO,TRIB_LPRAZO,PUBLICO_ALVO,ENTID_INVEST,TAXA_PERFM,INF_TAXA_PERFM,TAXA_ADM,INF_TAXA_ADM,VL_PATRIM_LIQ,DT_PATRIM_LIQ,DIRETOR,CNPJ_ADMIN,ADMIN,PF_PJ_GESTOR,CPF_CNPJ_GESTOR,GESTOR,CNPJ_AUDITOR,AUDITOR,CNPJ_CUSTODIANTE,CUSTODIANTE,CNPJ_CONTROLADOR,CONTROLADOR,INVEST_CEMPR_EXTER,CLASSE_ANBIMA
FI,11175745000108,JGP LONG ONLY INSTITUCIONAL FUNDO DE INVESTIMENTO EM AÇÕES,2010-05-21,2010-05-18,141470,2024-06-10,CANCELADA,2024-06-10,2010-05-25,2024-01-01,2024-12-31,Ações,2010-05-18,Não se aplica,Aberto,N,N,null,Público Geral,null,0,null,2.75,null,0,2024-06-13,PETERSON ANTONIO DA PAZ,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,PJ,02.312.792/0001-65,JGP GESTÃO DE RECURSOS LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,42.272.526/0001-70,BNY MELLON BANCO S.A.,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,N,Ações Livre
FI,11175812000194,FUNDO DE INVESTIMENTO RENDA FIXA MULTI-ÍNDICES PBC II,2010-05-31,2010-05-27,142093,2010-12-27,CANCELADA,2010-12-27,2010-10-22,null,null,Renda Fixa,2010-10-21,DI de um dia,Aberto,N,S,N,null,null,null,null,null,0,0,2011-01-05,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11176057000162,BRASIL CAPITAL 30 II MASTER FUNDO DE INVESTIMENTO EM AÇÕES,2010-06-04,2010-06-02,142395,2017-07-24,CANCELADA,2017-07-24,2010-06-18,2021-07-01,2022-06-30,Ações,2017-07-24,Não se aplica,Aberto,N,N,S,null,null,null,null,null,"0,5",0,2017-07-25,CARLOS ALBERTO SARAIVA,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,PJ,08.752.088/0001-00,BC GESTÃO DE RECURSOS LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,42.272.526/0001-70,BNY MELLON BANCO S.A.,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,N,null
FI,11176140000131,TYCHE MULTIMERCADO IE CRÉDITO PRIVADO FICFI,2010-04-14,2010-04-13,139327,2023-09-19,CANCELADA,2023-09-19,2010-04-22,2023-04-01,2024-03-31,Multimercado,2010-04-13,DI de um dia,Aberto,S,S,S,Profissional,null,0,null,0,null,0,2023-09-28,ROBERTA ANCHIETA DA SILVA,62.418.140/0001-31,INTRAG DTVM LTDA.,PJ,04.920.763/0001-01,PRAGMA GESTÃO DE PATRIMÔNIO LTDA,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,S,Multimercados Invest. no Exterior
FI,11176222000186,COSTA DO SOL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2010-03-16,2010-03-16,137693,2023-06-16,CANCELADA,2023-06-16,2010-03-18,2023-03-01,2024-02-28,Multimercado,2010-03-16,DI de um dia,Fechado,N,N,null,Profissional,null,0,null,0.4,null,136631043.26,2023-06-16,ROBERTA ANCHIETA DA SILVA,60.701.190/0001-04,ITAU UNIBANCO S.A.,PJ,33.311.713/0001-25,ITAÚ INVESTMENT SOLUTIONS S.A.,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,S,Multimercados Invest. no Exterior
FI,11176231000177,LAGOINHA FUNDO DE INVESTIMENTO MULTIMERCADO,2010-04-26,2010-04-23,139840,2018-04-20,CANCELADA,2018-04-20,2010-05-04,2021-01-01,2021-12-31,Multimercado,2010-04-23,OUTROS,Aberto,N,N,null,null,null,0,null,0.1,null,47934799.42,2018-04-19,ANDRE BERNARDINO DA CRUZ FILHO,00.066.670/0001-00,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PJ,21.813.291/0001-07,SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,11176240000168,LEGG MASON MULTIMANAGER ITAÚ PLUS 15 - FUNDO DE INVESTIMENTO MULTIMERCADO,2010-05-31,2010-05-27,142050,2012-02-03,CANCELADA,2012-02-03,2010-06-23,2021-01-01,2021-12-31,Multimercado,2010-05-27,DI de um dia,Aberto,N,N,S,null,null,20,null,2,null,0,2012-02-10,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11179756000166,ITAÚ PRIVATE ESTRUTURADO BOLSA MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO,2010-02-19,2010-02-18,136336,2010-02-26,CANCELADA,2010-02-26,null,null,null,Multimercado,2010-02-18,Ibovespa,Fechado,N,N,S,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11179792000120,HELMO MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO,2010-03-12,2010-03-10,137480,2014-07-07,CANCELADA,2014-07-07,2010-03-19,2021-03-01,2022-02-28,Multimercado,2010-03-10,OUTROS,Aberto,N,N,N,null,null,null,null,null,"0,30",0,2014-07-10,CARLOS ALBERTO SARAIVA,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,PJ,16.500.294/0001-50,MONGERAL AEGON INVESTIMENTOS LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,42.272.526/0001-70,BNY MELLON BANCO S.A.,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,N,null
FI,11179809000149,ITAÚ HAJA MULTIMERCADO - FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,2009-12-28,2009-12-23,134260,2012-08-21,CANCELADA,2012-08-21,2010-01-28,2021-03-01,2022-02-28,Multimercado,2009-12-23,DI de um dia,Aberto,N,N,S,null,null,null,null,null,"0,2",0,2012-08-31,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11179820000109,ITAÚ PRIVATE REFERENCIADO DI EXLUSIVE II - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2010-06-01,2010-05-27,142166,2012-03-05,CANCELADA,2012-03-05,2010-06-04,2021-06-01,2022-05-31,Referenciado,2012-03-05,DI de um dia,Aberto,S,N,S,null,null,null,null,null,"0,3",20042734.96,2012-03-01,JOSE MARIA RIBEIRO DE MELO,17.192.451/0001-70,BANCO ITAUCARD S.A.,PJ,60.701.190/0001-04,ITAU UNIBANCO S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
FI,11179864000139,ITAÚ PONTUAL MULTIMERCADO - FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,2009-12-28,2009-12-23,134279,2013-09-13,CANCELADA,2013-09-13,2010-01-28,2021-03-01,2022-02-28,Multimercado,2009-12-23,DI de um dia,Aberto,N,N,S,null,null,null,null,null,"0,2",0,2013-09-25,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11179917000111,ITAÚ EXTRA III REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2009-12-30,2009-09-03,134570,2013-07-17,CANCELADA,2013-07-17,2010-03-01,2021-03-01,2022-02-28,Referenciado,2013-07-17,DI de um dia,Aberto,S,N,S,null,null,null,null,1.85,null,10611575.22,2013-07-15,JOSE MARIA RIBEIRO DE MELO,17.192.451/0001-70,BANCO ITAUCARD S.A.,PJ,60.701.190/0001-04,ITAU UNIBANCO S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
FI,11180000000137,TITANIUM INSTITUCIONAL FUNDO DE INVESTIMENTO EM AÇÕES,2010-02-12,2009-09-03,136247,2016-08-31,CANCELADA,2016-08-31,2010-05-18,2021-03-01,2022-02-28,Ações,2010-04-29,Ibovespa,Aberto,N,S,null,null,null,null,null,null,1% a.a.,0,2016-08-31,ALLAN HADID,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,PJ,12.564.465/0001-54,MULTINVEST CAPITAL ADMINISTRADORA DE RECURSOS LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,30.306.294/0001-45,BANCO BTG PACTUAL S/A,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,N,null
FI,11180600000103,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO LXS MULTIMERCADO CRÉDITO PRIVADO,2009-11-03,2009-09-10,131415,2020-01-20,CANCELADA,2020-01-20,2009-11-03,2021-10-01,2022-09-30,Multimercado,2009-09-10,DI de um dia,Aberto,S,S,null,null,null,0,null,0.26,null,0,2020-01-29,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11180607000117,SANTANDER FIC FI IMA-B TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO,2009-11-20,2009-09-08,132209,2021-05-14,CANCELADA,2021-05-14,2009-12-09,2021-10-01,2022-09-30,Renda Fixa,2009-09-08,Índice de Mercado Andima todas NTN-B,Aberto,S,N,S,null,null,0,null,0.4,null,0,2021-06-11,JOSE DE PAIVA FERREIRA,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,PJ,10.231.177/0001-52,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,N,null
FI,11180608000161,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO SELEÇÃO VIP AÇÕES,2009-12-10,2009-09-08,133175,2015-03-27,CANCELADA,2015-03-27,2009-12-14,2021-10-01,2022-09-30,Ações,2009-09-08,IBrX-50,Aberto,S,N,null,null,null,null,null,2,null,0,2015-04-01,JOSE DE PAIVA FERREIRA,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,PJ,10.231.177/0001-52,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,N,null
FI,11180611000185,SANTANDER FUNDO DE INVESTIMENTO INFRAESTRUTURA MASTER AÇÕES,2009-12-10,2009-09-08,133159,2014-12-19,CANCELADA,2014-12-19,2009-12-14,2021-10-01,2022-09-30,Ações,2009-09-08,Ibovespa,Aberto,N,N,null,null,null,null,null,0,null,0,2014-12-26,JOSE DE PAIVA FERREIRA,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,PJ,10.231.177/0001-52,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,N,null
FI,11180612000120,SANTANDER SELEÇÃO CRESCIMENTO SUPREMO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2009-12-10,2009-09-08,133140,2024-12-26,CANCELADA,2024-12-26,2009-12-14,2024-10-01,2025-09-30,Ações,2009-09-08,Ibovespa,Aberto,S,N,null,Público Geral,null,20,null,2.6,null,0,2024-12-31,ALESSANDRO CHAGAS FARIAS,03.502.968/0001-04,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PJ,10.231.177/0001-52,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,N,Ações Valor/Crescimento
FI,11180614000119,SANTANDER ESTRUTURADO IV RF REF DI FI,2010-01-15,2009-09-08,135259,2018-12-14,CANCELADA,2018-12-14,2010-01-18,2021-01-01,2021-12-31,Renda Fixa,2018-12-12,DI de um dia,Aberto,N,N,S,null,null,0,null,1,null,0,2018-12-21,JOSE DE PAIVA FERREIRA,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,PJ,10.231.177/0001-52,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,N,null
FI,11180615000163,SANTANDER FIC FI CAPITAL PROTEGIDO VAN GOGH 6 BR MULTIMERCADO,2010-01-15,2009-09-08,135240,2012-03-09,CANCELADA,2012-03-09,2010-01-18,2021-01-01,2021-12-31,Multimercado,2009-09-08,DI de um dia,Aberto,S,N,S,null,null,null,null,2.5,null,0,2012-03-22,JOSE DE PAIVA FERREIRA,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,PJ,10.977.742/0001-25,SANTANDER BRASIL ASSET MANAGEMENT S.A.,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,N,null
FI,11180620000176,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAPITAL PROTEG VG 6 MULTIMERCADO,2010-01-15,2009-09-08,135232,2012-03-09,CANCELADA,2012-03-09,2010-01-18,2021-01-01,2021-12-31,Multimercado,2009-09-08,DI de um dia,Aberto,S,N,S,null,null,null,null,2.5,null,0,2012-03-22,JOSE DE PAIVA FERREIRA,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,PJ,10.977.742/0001-25,SANTANDER BRASIL ASSET MANAGEMENT S.A.,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,N,null
FI,11181474000101,ITAIPAVA FUNDO DE INVESTIMENTO DE AÇÕES,2009-11-05,2009-09-23,131490,2012-11-07,CANCELADA,2012-11-07,2009-11-05,2021-04-01,2022-03-31,Ações,2009-09-23,Ibovespa,Aberto,N,N,null,null,null,20,null,null,"3,00",0,2012-11-05,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11182039000193,MORADA FUNDO DE INVESTIMENTO REFERENCIADO IPCA CRÉDITO PRIVADO,2010-02-25,2009-09-23,136697,2015-01-07,CANCELADA,2015-01-07,2010-02-25,2021-04-01,2022-03-31,Referenciado,2009-09-23,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,S,null,null,null,null,null,"1,20",-8620.97,2015-01-09,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11182205000151,BS NOVERO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO,2010-01-06,2009-09-23,134830,2020-12-03,CANCELADA,2020-12-03,2010-07-15,2021-01-01,2021-12-31,Multimercado,2009-09-23,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,S,S,null,null,30,"Para informações adicionais, vide o Regulamento",0.6,null,0,2020-12-29,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11182213000106,AXIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,2009-12-04,2009-09-23,132870,2010-12-02,CANCELADA,2010-12-02,2009-12-18,null,null,Multimercado,2009-09-23,OUTROS,Aberto,N,N,S,null,null,null,null,0.475,null,0,2010-12-01,CARLOS ALBERTO SARAIVA,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,PJ,15.114.366/0001-69,BANCO BOCOM BBM S.A.,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,N,null
FI,11182226000177,NOBEL SIRIUS FUNDO DE INVESTIMENTO DE AÇÕES,2009-10-15,2009-09-23,130540,2014-06-16,CANCELADA,2014-06-16,2009-10-30,2021-10-01,2022-09-30,Ações,2009-09-23,OUTROS,Aberto,N,S,null,null,null,20,"A taxa de performance será provisionada diariamente e paga em moeda corrente nacional, até o 5º dia útil do mês de dezembro, com base no último dia útil do mês de novembro",null,"1,5",0,2014-06-24,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11182242000160,BOZANO FAROL FI MULTIMERCADO LONGO PRAZO,2009-10-30,2009-09-23,131385,2014-09-05,CANCELADA,2014-09-05,2009-10-30,2021-04-01,2022-03-31,Multimercado,2009-09-23,DI de um dia,Aberto,N,N,S,null,null,20,null,null,"0,500000",0,2014-09-15,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11182252000103,VBI EXCLUSIVO - FUNDO DE INVESTIMENTO MULTIMERCADO,2009-10-30,2009-10-23,131318,2016-05-02,CANCELADA,2016-05-02,2009-11-03,2021-10-01,2022-09-30,Multimercado,2016-05-02,Taxa Selic,Aberto,N,S,null,null,null,20,null,null,"1,5",0,2017-01-04,ANDRE BERNARDINO DA CRUZ FILHO,00.066.670/0001-00,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PJ,06.109.681/0001-07,HOGAN INVESTIMENTOS ADMINISTRAÇÃO DE RECURSOS LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,11182257000128,SPARTA COMMODITIES FIC FI MULTIMERCADO,2009-10-19,2009-09-23,130672,2014-04-30,CANCELADA,2014-04-30,2009-10-27,2021-04-01,2022-03-31,Multimercado,2009-09-23,DI de um dia,Aberto,S,N,S,null,null,20,null,2,null,0,2014-06-18,CARLOS ALBERTO SARAIVA,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,PJ,72.745.714/0001-30,SPARTA ADMINISTRADORA DE RECURSOS LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,42.272.526/0001-70,BNY MELLON BANCO S.A.,02.201.501/0001-61,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,N,null
FI,11182270000187,MAN AHL ALPHA FUNDO DE INVESTIMENTO MULTIMERCADO,2009-11-06,2009-09-23,131598,2013-10-07,CANCELADA,2013-10-07,2009-12-08,2021-10-01,2022-09-30,Multimercado,2009-09-23,DI de um dia,Aberto,N,N,S,null,null,null,null,1.5,null,0,2013-10-11,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11183810000147,ITAÚ PERSONNALITÉ MULTIALOCAÇÃO MULTIMERCADO - FDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIMENTO,2010-01-27,2009-09-03,135593,2010-08-20,CANCELADA,2010-08-20,2010-01-29,null,null,Multimercado,2010-01-29,DI de um dia,Aberto,S,N,S,null,null,null,null,2.25,null,0,2010-08-31,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11183870000160,KINEA I SISTEMÁTICO MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2009-12-23,2009-09-03,134228,2010-12-28,CANCELADA,2010-12-28,2009-12-28,null,null,Multimercado,2009-11-23,DI de um dia,Aberto,S,N,S,null,null,null,null,null,null,0,2011-01-07,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11183903000171,ITAÚ ALOCAÇÃO ESTRATÉGICA FIX MULTIMERCADO - FUNDO DE INVESTIMENTO,2009-12-14,2009-09-03,133450,2010-10-11,CANCELADA,2010-10-11,2009-12-30,null,null,Multimercado,2009-12-28,DI de um dia,Aberto,N,N,S,null,null,20,null,null,"1,0",0,2010-10-20,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11184069000139,ITAÚ PRIVATE KINEA DINÂMICO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMJENTO EM AÇÕES,2009-12-23,2009-09-03,134236,2012-05-15,CANCELADA,2012-05-15,2009-12-24,2021-03-01,2022-02-28,Ações,2009-12-21,Ibovespa,Aberto,S,N,null,null,null,null,null,null,null,0,2012-05-23,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11184097000156,ITAÚ EXTRA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2009-12-18,2009-09-03,133930,2011-11-17,CANCELADA,2011-11-17,2010-01-04,2021-03-01,2022-02-28,Referenciado,2011-11-17,DI de um dia,Aberto,S,N,S,null,null,null,null,1.7,null,34554341.61,2011-11-14,JOSE MARIA RIBEIRO DE MELO,17.192.451/0001-70,BANCO ITAUCARD S.A.,PJ,60.701.190/0001-04,ITAU UNIBANCO S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
FI,11184120000102,ITAÚ ALOCAÇÃO ESTRATÉGICA MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2009-12-29,2009-12-28,134376,2010-10-11,CANCELADA,2010-10-11,2009-12-30,null,null,Multimercado,2009-12-28,DI de um dia,Aberto,S,N,S,null,null,null,null,2,null,0,2010-10-20,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11184136000115,IT NOW IGCT FUNDO DE INDICE INVESTIMENTO SUSTENTÁVEL RESPONSABILIDADE LIMITADA,2009-12-14,2009-09-03,133477,2011-10-03,CANCELADA,2011-10-03,null,null,null,Multimercado,2010-01-27,DI de um dia,Aberto,N,N,S,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11184158000185,ITAÚ AÇÕES LONG BIAS - FUNDO DE INVESTIMENTO,2009-12-14,2009-09-03,133469,2012-11-29,CANCELADA,2012-11-29,2009-12-30,2021-03-01,2022-02-28,Ações,2009-12-28,Não se aplica,Aberto,N,N,S,null,null,null,null,null,0,0,2012-12-10,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11184221000183,KEVA MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,2009-12-22,2009-12-21,134040,2012-03-23,CANCELADA,2012-03-23,2010-01-06,2021-03-01,2022-02-28,Multimercado,2009-12-21,DI de um dia,Aberto,S,S,S,null,null,null,null,null,"0,25",0,2012-04-02,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11184227000150,TOP 850 MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2009-12-04,2009-12-04,132888,2010-07-01,CANCELADA,2010-07-01,2009-12-04,null,null,Multimercado,2010-03-15,DI de um dia,Aberto,S,N,S,null,null,null,null,null,"0,05 sobre o PL ou valor fixo mensal de R$ 4.000,00, dos dois o maior",0,2010-07-12,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,11184236000141,ITAÚ PRIVATE ESTRUTURADO IV MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO,2009-12-09,2009-12-07,133086,2011-01-31,CANCELADA,2011-01-31,2009-12-11,null,null,Referenciado,2011-01-31,DI de um dia,Aberto,S,N,S,null,null,null,null,null,1,56564166.35,2011-01-27,JOSE MARIA RIBEIRO DE MELO,17.192.451/0001-70,BANCO ITAUCARD S.A.,PJ,60.701.190/0001-04,ITAU UNIBANCO S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
FI,11184241000154,ITAÚ SNOWMASS MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR FICFI,2009-12-08,2009-12-08,133035,2019-04-15,CANCELADA,2019-04-15,2009-12-17,2021-03-01,2022-02-28,Multimercado,2009-12-08,DI de um dia,Aberto,S,S,S,null,null,15,null,null,"0,35",0,2019-05-02,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,11184252000134,TOP 452 II MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO,2009-11-27,2009-11-24,132500,2010-06-11,CANCELADA,2010-06-11,2009-11-30,2021-03-01,2022-02-28,Multimercado,2009-11-24,Não se aplica,Fechado,N,N,S,null,null,null,null,null,"R$ 35000,00",0,2010-06-10,ROBERTA ANCHIETA DA SILVA,60.701.190/0001-04,ITAU UNIBANCO S.A.,PJ,33.311.713/0001-25,ITAÚ INVESTMENT SOLUTIONS S.A.,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
FI,11184254000123,ITAÚ DINÂMICO REFERENCIADO DI - FICFI,2010-01-27,2009-09-03,135607,2015-07-03,CANCELADA,2015-07-03,2010-02-01,2021-03-01,2022-02-28,Referenciado,2015-07-01,DI de um dia,Aberto,S,N,S,null,null,20,null,1.5,null,21989043.39,2015-07-01,ROBERTA ANCHIETA DA SILVA,60.701.190/0001-04,ITAU UNIBANCO S.A.,PJ,60.701.190/0001-04,ITAU UNIBANCO S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
